days,dates,day1,compartment,population,susceptibles,isolated,infected,accumulatedinfected,tested_mit,infectednotisolated,confirmed,deaths,recovered,beta,susceptibleprop,newtested_mit,newinfected,newisolated,newisolatedinfected,newconfirmed,newrecovered,requireddxtests,actualdxtests,newdeaths,truepositives,falsepositives,truenegatives,falsenegatives,ppv,npv,incidence,prevalence
10,2020-01-29,10,Hospitals,82500.0,82494.6,0.0,5.4,4.4,0.0,5.4,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2020-01-30,11,Hospitals,82500.0,82493.4,0.0,6.5,5.6,0.0,6.5,0.0,0.0,0.1,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020-01-31,12,Hospitals,82500.0,82491.8,0.0,8.0,7.2,0.0,8.0,0.0,0.0,0.2,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2020-02-01,13,Hospitals,82500.0,82489.9,0.0,9.8,9.1,0.0,9.8,0.0,0.0,0.3,0.0,1.0,0.0,1.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2020-02-02,14,Hospitals,82500.0,82487.5,0.0,12.1,11.5,0.0,12.1,0.0,0.0,0.4,0.0,1.0,0.0,2.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2020-02-03,15,Hospitals,82500.0,82484.6,0.0,14.8,14.4,0.0,14.8,0.0,0.0,0.5,0.0,1.0,0.0,2.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2020-02-04,16,Hospitals,82500.0,82481.1,0.0,18.2,17.9,0.0,18.2,0.0,0.0,0.7,0.0,1.0,0.0,3.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2020-02-05,17,Hospitals,82500.0,82476.7,0.0,22.3,22.3,0.0,22.3,0.0,0.0,1.0,0.0,1.0,0.0,4.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2020-02-06,18,Hospitals,82500.0,82471.4,0.0,27.4,27.6,0.0,27.4,0.0,0.0,1.2,0.0,1.0,0.0,5.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2020-02-07,19,Hospitals,82500.0,82464.8,0.0,33.7,34.2,0.0,33.7,0.0,0.0,1.6,0.0,1.0,0.0,6.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2020-02-08,20,Hospitals,82500.0,82456.7,0.0,41.3,42.3,0.0,41.3,0.0,0.0,2.0,0.0,1.0,0.0,8.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
21,2020-02-09,21,Hospitals,82500.0,82446.8,0.0,50.7,52.2,0.0,50.7,0.0,0.0,2.5,0.0,1.0,0.0,9.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
22,2020-02-10,22,Hospitals,82500.0,82434.6,0.0,62.2,64.4,0.0,62.2,0.0,0.0,3.2,0.0,1.0,0.0,12.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
23,2020-02-11,23,Hospitals,82500.0,82419.6,0.0,76.4,79.4,0.0,76.4,0.0,0.0,4.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
24,2020-02-12,24,Hospitals,82500.0,82401.2,0.0,93.8,97.8,0.0,93.8,0.0,0.0,4.9,0.0,1.0,0.0,18.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
25,2020-02-13,25,Hospitals,82500.0,82378.7,0.0,115.2,120.3,0.0,115.2,0.0,0.0,6.1,0.0,1.0,0.0,22.5,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
26,2020-02-14,26,Hospitals,82500.0,82351.0,0.0,141.4,148.0,0.0,141.4,0.0,0.0,7.6,0.0,1.0,0.0,27.7,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
27,2020-02-15,27,Hospitals,82500.0,82317.0,0.0,173.5,182.0,0.0,173.5,0.0,0.0,9.4,0.0,1.0,0.0,34.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
28,2020-02-16,28,Hospitals,82500.0,82275.3,0.0,213.0,223.7,0.0,213.0,0.0,0.0,11.6,0.0,1.0,0.0,41.7,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003
29,2020-02-17,29,Hospitals,82500.0,82224.2,0.0,261.5,274.8,0.0,261.5,0.0,0.0,14.3,0.0,1.0,0.0,51.2,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003
30,2020-02-18,30,Hospitals,82500.0,82161.4,0.0,321.0,337.6,0.0,321.0,0.0,0.0,17.7,0.0,1.0,0.0,62.8,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004
31,2020-02-19,31,Hospitals,82500.0,82084.3,0.0,393.9,414.7,0.0,393.9,0.0,0.0,21.8,0.0,1.0,0.0,77.1,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005
32,2020-02-20,32,Hospitals,82500.0,81989.8,0.0,483.4,509.2,0.0,483.4,0.0,0.0,26.8,0.0,1.0,0.0,94.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006
33,2020-02-21,33,Hospitals,82500.0,81873.7,0.0,593.3,625.3,0.0,593.3,0.0,0.0,33.0,0.0,1.0,0.0,116.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008
34,2020-02-22,34,Hospitals,82500.0,81731.5,0.0,728.0,767.5,0.0,728.0,0.0,0.0,40.5,0.0,1.0,0.0,142.3,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.009
35,2020-02-23,35,Hospitals,82500.0,81557.0,0.0,893.2,942.0,0.0,893.2,0.0,0.0,49.8,0.0,1.0,0.0,174.5,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.011
36,2020-02-24,36,Hospitals,82499.9,81343.0,0.0,1095.7,1156.0,0.0,1095.7,0.0,0.1,61.2,0.0,1.0,0.0,213.9,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.014
37,2020-02-25,37,Hospitals,82499.9,81080.8,0.0,1343.9,1418.2,0.0,1343.9,0.0,0.1,75.2,0.0,1.0,0.0,262.2,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.017
38,2020-02-26,38,Hospitals,82499.9,80759.5,0.0,1648.0,1739.5,0.0,1648.0,0.0,0.1,92.4,0.0,1.0,0.0,321.3,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.021
39,2020-02-27,39,Hospitals,82499.9,80365.9,0.0,2020.4,2133.1,0.0,2020.4,0.0,0.1,113.6,0.0,1.0,0.0,393.5,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.026
40,2020-02-28,40,Hospitals,82499.9,79884.3,0.0,2476.1,2614.7,0.0,2476.1,0.0,0.1,139.5,0.0,1.0,0.0,481.7,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.032
41,2020-02-29,41,Hospitals,82499.8,79295.1,0.0,3033.5,3203.9,0.0,3033.5,0.0,0.2,171.3,0.0,1.0,0.0,589.2,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.039
42,2020-03-01,42,Hospitals,82499.8,78574.9,0.0,3714.5,3924.1,0.0,3714.5,0.0,0.2,210.3,0.0,1.0,0.0,720.1,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.048
43,2020-03-02,43,Hospitals,82499.8,77695.7,0.0,4545.8,4803.3,0.0,4545.8,0.0,0.2,258.2,0.0,0.9,0.0,879.2,0.0,0.0,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.058
44,2020-03-03,44,Hospitals,82499.7,76623.7,0.0,5559.0,5875.3,0.0,5559.0,0.0,0.3,317.0,0.0,0.9,0.0,1072.1,0.0,0.0,0.0,58.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.071
45,2020-03-04,45,Hospitals,82499.6,75424.6,0.0,6685.9,7074.4,0.0,6685.9,0.0,0.4,389.1,0.0,0.9,0.0,1199.1,0.0,0.0,0.0,72.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.086
46,2020-03-05,46,Hospitals,82499.5,74096.6,0.0,7925.3,8402.4,0.0,7925.3,0.0,0.5,477.7,0.0,0.9,0.0,1328.0,0.0,0.0,0.0,88.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.102
47,2020-03-06,47,Hospitals,82499.4,72643.1,0.0,9270.1,9855.9,0.0,9270.1,0.0,0.6,586.2,0.0,0.9,0.0,1453.5,0.0,0.0,0.0,108.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.119
48,2020-03-07,48,Hospitals,82499.3,71075.5,0.0,10704.5,11423.5,0.0,10704.5,0.0,0.7,719.4,0.0,0.9,0.0,1567.7,0.0,0.0,0.0,133.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.138
49,2020-03-08,49,Hospitals,82499.2,69439.4,0.0,12177.0,13059.6,0.0,12177.0,0.0,0.8,882.7,0.0,0.8,0.0,1636.0,0.0,0.0,0.0,163.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.158
50,2020-03-09,50,Hospitals,82499.0,67791.0,186.7,13625.0,14708.0,264.3,13438.3,186.7,1.0,1082.9,0.0,0.8,264.3,1648.4,186.7,183.1,186.7,200.2,0.0,0.0,0.2,183.1,3.6,67.9,9.6,0.981,0.876,0.02,0.178
51,2020-03-10,51,Hospitals,82498.7,66196.1,363.0,14974.3,16302.9,528.6,14611.3,381.7,1.3,1328.3,0.0,0.8,264.3,1594.9,195.0,191.9,195.0,245.4,0.0,0.0,0.2,191.9,3.1,59.2,10.1,0.984,0.854,0.019,0.198
52,2020-03-11,52,Hospitals,82498.4,64729.3,528.7,16140.2,17769.7,792.9,15611.5,583.7,1.6,1628.9,0.0,0.8,264.3,1466.8,202.0,199.2,202.0,300.6,0.0,0.0,0.3,199.2,2.7,51.8,10.5,0.986,0.832,0.018,0.215
53,2020-03-12,53,Hospitals,82498.1,63473.7,683.6,17027.4,19025.3,1057.1,16343.8,791.4,1.9,1997.0,0.0,0.8,264.3,1255.6,207.8,205.4,207.8,368.1,0.0,0.0,0.4,205.4,2.4,45.7,10.8,0.988,0.809,0.015,0.231
54,2020-03-13,54,Hospitals,82497.6,62520.4,827.9,17529.8,19978.6,1321.4,16701.9,1004.1,2.4,2447.5,0.0,0.8,264.3,953.3,212.6,210.5,212.6,450.5,0.0,0.0,0.4,210.5,2.1,40.6,11.1,0.99,0.785,0.012,0.242
55,2020-03-14,55,Hospitals,82497.1,61497.4,961.7,18001.3,21001.6,1585.7,17039.6,1220.7,2.9,2998.4,0.0,0.7,264.3,1022.9,216.6,214.7,216.6,550.9,0.0,0.0,0.5,214.7,1.9,36.4,11.3,0.991,0.763,0.012,0.255
56,2020-03-15,56,Hospitals,82496.4,60418.4,1085.0,18417.2,22080.6,1850.0,17332.2,1440.1,3.6,3660.9,0.0,0.7,264.3,1079.1,219.4,217.7,219.4,662.5,0.0,0.0,0.7,217.7,1.8,33.4,11.5,0.992,0.745,0.013,0.268
57,2020-03-16,57,Hospitals,82495.6,59300.9,976.5,18748.5,23198.1,1850.0,17772.0,1440.1,4.4,4446.3,0.0,0.7,0.0,1117.5,0.0,0.0,0.0,785.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.281
58,2020-03-17,58,Hospitals,82494.7,58167.0,878.8,18962.7,24332.0,1850.0,18083.9,1440.1,5.3,5364.9,0.0,0.7,0.0,1133.9,0.0,0.0,0.0,918.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.295
59,2020-03-18,59,Hospitals,82493.4,57019.4,1173.1,19048.4,25479.6,2300.0,17875.3,1822.2,6.6,6425.7,0.0,0.7,450.0,1147.6,382.1,379.6,382.1,1060.8,0.0,0.0,1.2,379.6,2.5,47.9,20.0,0.993,0.706,0.014,0.309
60,2020-03-19,60,Hospitals,82491.9,55861.9,1438.7,18997.7,26637.1,2750.0,17559.0,2205.2,8.1,7632.3,0.0,0.7,450.0,1157.5,383.0,380.5,383.0,1206.7,0.0,0.0,1.5,380.5,2.5,47.0,20.0,0.994,0.701,0.014,0.323
61,2020-03-20,61,Hospitals,82490.1,54693.4,1678.6,18814.2,27805.6,3200.0,17135.5,2589.0,9.9,8982.5,0.0,0.7,450.0,1168.5,383.8,381.3,383.8,1350.2,0.0,0.0,1.8,381.3,2.4,46.2,20.1,0.994,0.697,0.014,0.337
62,2020-03-21,62,Hospitals,82487.9,53522.0,1895.2,18499.4,28977.0,3650.0,16604.2,2973.4,12.1,10466.4,0.0,0.6,450.0,1171.4,384.4,382.0,384.4,1483.9,0.0,0.0,2.2,382.0,2.4,45.5,20.1,0.994,0.693,0.014,0.351
63,2020-03-22,63,Hospitals,82485.1,52367.3,2091.1,18052.0,30131.7,4100.0,15960.9,3358.8,14.9,12065.8,0.0,0.6,450.0,1154.7,385.4,383.0,385.4,1599.4,0.0,0.0,2.7,383.0,2.3,44.5,20.2,0.994,0.688,0.014,0.365
64,2020-03-23,64,Hospitals,82481.8,51236.0,2268.0,17492.6,31263.0,4550.0,15224.6,3744.9,18.2,13753.2,0.0,0.6,450.0,1131.3,386.0,383.7,386.0,1687.3,0.0,0.0,3.4,383.7,2.3,43.8,20.2,0.994,0.684,0.014,0.379
65,2020-03-24,65,Hospitals,82477.7,50134.4,2426.8,16853.0,32364.6,5000.0,14426.2,4130.5,22.3,15490.3,0.0,0.6,450.0,1101.6,385.6,383.3,385.6,1737.1,0.0,0.0,4.1,383.3,2.3,44.2,20.2,0.994,0.687,0.013,0.392
66,2020-03-25,66,Hospitals,82472.6,49068.3,2184.1,16130.1,33430.7,5000.0,13946.0,4130.5,27.4,17274.2,0.0,0.6,0.0,1066.0,0.0,0.0,0.0,1783.9,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.405
67,2020-03-26,67,Hospitals,82466.6,48043.2,1965.7,15324.1,34455.8,5000.0,13358.4,4130.5,33.4,19099.2,0.0,0.6,0.0,1025.1,0.0,0.0,0.0,1825.1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.418
68,2020-03-27,68,Hospitals,82459.4,47062.9,1769.1,14439.4,35436.1,5000.0,12670.3,4130.5,40.6,20957.1,0.0,0.6,0.0,980.3,0.0,0.0,0.0,1857.9,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.43
69,2020-03-28,69,Hospitals,82451.0,46129.1,1592.2,13485.7,36369.9,5000.0,11893.4,4130.5,49.0,22836.2,0.0,0.6,0.0,933.8,0.0,0.0,0.0,1879.1,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.441
70,2020-03-29,70,Hospitals,82441.4,45233.8,1433.0,12483.7,37265.2,5000.0,11050.7,4130.5,58.6,24723.9,0.0,0.5,0.0,895.3,0.0,0.0,0.0,1887.6,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.452
71,2020-03-30,71,Hospitals,82430.3,44380.2,1289.7,11443.7,38118.8,5000.0,10154.0,4130.5,69.7,26606.4,0.0,0.5,0.0,853.6,0.0,0.0,0.0,1882.6,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.462
72,2020-03-31,72,Hospitals,82418.0,43571.2,1160.7,10376.0,38927.8,5000.0,9215.2,4130.5,82.0,28470.8,0.0,0.5,0.0,809.0,0.0,0.0,0.0,1864.4,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.472
73,2020-04-01,73,Hospitals,82404.5,42809.2,1044.7,9291.2,39689.8,5000.0,8246.6,4130.5,95.5,30304.1,0.0,0.5,0.0,762.0,0.0,0.0,0.0,1833.2,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.482
74,2020-04-02,74,Hospitals,82389.9,42095.4,940.2,8201.6,40403.6,5000.0,7261.4,4130.5,110.1,32092.9,0.0,0.5,0.0,713.8,0.0,0.0,0.0,1788.9,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.49
75,2020-04-03,75,Hospitals,82374.5,41391.7,846.2,7156.4,41107.3,5000.0,6310.2,4130.5,125.5,33826.4,0.0,0.5,0.0,703.6,0.0,0.0,0.0,1733.4,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.499
76,2020-04-04,76,Hospitals,82358.6,40704.4,1799.7,6157.8,41794.6,6284.0,4358.1,5168.6,141.4,35496.4,0.0,0.5,1284.0,687.3,1038.2,1028.1,1038.2,1670.1,0.0,0.0,15.9,1028.1,10.1,191.7,54.1,0.99,0.78,0.008,0.507
77,2020-04-05,77,Hospitals,82342.4,40039.1,3214.7,5208.4,42459.9,8282.3,1993.7,6763.6,157.6,37094.9,0.0,0.5,1998.3,665.3,1595.0,1578.1,1595.0,1598.4,0.0,0.0,16.3,1578.1,16.9,320.3,83.1,0.989,0.794,0.008,0.516
78,2020-04-06,78,Hospitals,82325.7,39401.3,4463.0,4311.0,43097.7,10280.6,0.0,8333.3,174.3,38613.4,0.0,0.5,1998.3,637.9,1569.7,1551.5,1569.7,1518.6,0.0,0.0,16.7,1551.5,18.3,346.9,81.7,0.988,0.809,0.008,0.524
79,2020-04-07,79,Hospitals,82308.8,38792.9,5555.6,3471.5,43706.1,12278.9,0.0,9872.2,191.2,40044.3,0.0,0.5,1998.3,608.3,1538.9,1518.9,1538.9,1430.9,0.0,0.0,17.0,1518.9,20.0,379.4,79.9,0.987,0.826,0.007,0.531
80,2020-04-08,80,Hospitals,82291.6,38245.3,7800.5,2665.6,44253.7,16007.3,0.0,12672.7,208.4,41380.7,0.0,0.5,3728.5,547.6,2800.5,2759.3,2800.5,1336.4,0.0,0.0,17.1,2759.3,41.2,782.7,145.2,0.985,0.843,0.007,0.538
81,2020-04-09,81,Hospitals,82274.4,37774.4,9459.5,1882.2,44724.6,19355.1,0.0,15111.8,225.6,42617.8,0.0,0.5,3347.8,470.9,2439.1,2397.9,2439.1,1237.1,0.0,0.0,17.2,2397.9,41.2,782.6,126.2,0.983,0.861,0.006,0.544
82,2020-04-10,82,Hospitals,82257.2,37374.5,10210.8,1130.9,45124.5,21922.0,0.0,16809.0,242.8,43751.8,0.0,0.5,2566.8,399.9,1697.3,1656.1,1697.3,1134.0,0.0,0.0,17.2,1656.1,41.2,782.4,87.2,0.976,0.9,0.005,0.549
83,2020-04-11,83,Hospitals,82240.2,37001.2,9988.5,459.0,45497.8,23542.8,0.0,17607.8,259.8,44780.0,0.0,0.4,1620.9,373.2,798.8,757.6,798.8,1028.2,0.0,0.0,17.0,757.6,41.2,782.3,39.9,0.948,0.951,0.005,0.553
84,2020-04-12,84,Hospitals,82223.5,36522.7,9030.8,0.0,45828.3,24366.1,0.0,17649.0,276.5,45700.7,0.0,0.4,823.3,330.6,41.2,0.0,41.2,920.7,0.0,0.0,16.7,0.0,41.2,782.1,0.0,0.0,1.0,0.004,0.557
85,2020-04-13,85,Hospitals,82207.1,35693.7,8168.9,0.0,46098.3,25189.2,0.0,17690.1,292.9,46513.5,0.0,0.4,823.1,270.0,41.2,0.0,41.2,812.7,0.0,0.0,16.3,0.0,41.2,781.9,0.0,0.0,1.0,0.003,0.561
86,2020-04-14,86,Hospitals,82191.3,34968.7,7393.2,0.0,46307.5,26012.1,0.0,17731.3,308.7,47222.6,0.0,0.4,822.9,209.2,41.1,0.0,41.1,709.2,0.0,0.0,15.8,0.0,41.1,781.8,-0.0,0.0,1.0,0.003,0.563
87,2020-04-15,87,Hospitals,82176.1,34343.2,6695.0,0.0,46463.7,26834.9,0.0,17772.4,323.9,47832.8,0.0,0.4,822.7,156.2,41.1,0.0,41.1,610.2,0.0,0.0,15.2,0.0,41.1,781.6,-0.0,0.0,1.0,0.002,0.565
88,2020-04-16,88,Hospitals,82161.5,33812.5,6066.6,0.0,46571.4,27657.4,0.0,17813.5,338.5,48349.0,0.0,0.4,822.6,107.7,41.1,0.0,41.1,516.1,0.0,0.0,14.6,0.0,41.1,781.4,0.0,0.0,1.0,0.001,0.567
89,2020-04-17,89,Hospitals,82147.6,33371.5,5501.1,0.0,46658.2,28479.8,0.0,17854.6,352.4,48776.2,0.0,0.4,822.4,86.9,41.1,0.0,41.1,427.2,0.0,0.0,13.9,0.0,41.1,781.3,0.0,0.0,1.0,0.001,0.568
90,2020-04-18,90,Hospitals,82134.6,33014.4,4992.1,0.0,46732.2,29302.1,0.0,17895.8,365.4,49120.2,0.0,0.4,822.2,74.0,41.1,0.0,41.1,344.0,0.0,0.0,13.1,0.0,41.1,781.1,0.0,0.0,1.0,0.001,0.569
91,2020-04-19,91,Hospitals,82122.4,32738.1,4534.0,0.0,46792.8,30124.1,0.0,17936.9,377.6,49384.3,0.0,0.4,822.1,60.6,41.1,0.0,41.1,264.1,0.0,0.0,12.2,0.0,41.1,781.0,-0.0,0.0,1.0,0.001,0.57
92,2020-04-20,92,Hospitals,82111.1,32540.2,4121.7,0.0,46839.5,30946.0,0.0,17978.0,388.9,49570.8,0.0,0.4,821.9,46.7,41.1,0.0,41.1,186.5,0.0,0.0,11.3,0.0,41.1,780.8,0.0,0.0,1.0,0.001,0.57
93,2020-04-21,93,Hospitals,82100.7,32417.8,3750.6,0.0,46872.8,31767.8,0.0,18019.0,399.3,49682.9,0.0,0.4,821.8,33.3,41.1,0.0,41.1,112.1,0.0,0.0,10.3,0.0,41.1,780.7,0.0,0.0,1.0,0.0,0.571
94,2020-04-22,94,Hospitals,82091.4,32363.0,3416.6,0.0,46893.2,32589.4,0.0,18060.1,408.6,49728.4,0.0,0.4,821.6,20.3,41.1,0.0,41.1,45.5,0.0,0.0,9.4,0.0,41.1,780.5,-0.0,0.0,1.0,0.0,0.571
95,2020-04-23,95,Hospitals,82083.0,32354.6,3116.0,0.0,46901.0,33410.9,0.0,18101.2,417.0,49728.4,0.0,0.4,821.5,7.8,41.1,0.0,41.1,0.0,0.0,0.0,8.4,0.0,41.1,780.4,0.0,0.0,1.0,0.0,0.571
96,2020-04-24,96,Hospitals,82075.5,32347.1,2845.5,0.0,46901.0,34232.2,0.0,18142.3,424.5,49728.4,0.0,0.4,821.3,0.0,41.1,0.0,41.1,0.0,0.0,0.0,7.4,0.0,41.1,780.3,0.0,0.0,1.0,0.0,0.571
97,2020-04-25,97,Hospitals,82069.1,32340.7,2602.0,0.0,46901.0,35053.5,0.0,18183.3,430.9,49728.4,0.0,0.4,821.2,0.0,41.1,0.0,41.1,0.0,0.0,0.0,6.5,0.0,41.1,780.2,0.0,0.0,1.0,0.0,0.571
