days,compartment,population,susceptibles,total_isolated,total_infected,tested,total_infected_notisolated,total_confirmed,total_deaths,total_recovered,beta,susceptible_prop,new_tested,num_infected,num_isolated,num_isolated_infected,num_confirmed,num_recovered,num_deaths
91,Hospitals,49479.8,0.0,0.0,0.0,89000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Hospitals,49479.8,0.0,0.0,0.0,90000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Hospitals,49479.8,0.0,0.0,0.0,91000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Hospitals,49479.8,0.0,0.0,0.0,92000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Hospitals,49479.8,0.0,0.0,0.0,93000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Hospitals,49479.8,0.0,0.0,0.0,94000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Hospitals,49479.8,0.0,0.0,0.0,95000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Hospitals,49479.8,0.0,0.0,0.0,96000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Hospitals,49479.8,0.0,0.0,0.0,97000.0,0.0,9154.3,520.2,51495.5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Other high contact,4800000.0,4795000.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
1,Other high contact,4800000.0,4790000.0,0.0,6778.6,0.0,6778.6,0.0,0.0,0.0,0.0,1.0,0.0,1778.6,0.0,0.0,0.0,0.0,0.0
2,Other high contact,4800000.0,4788221.4,0.0,9189.8,0.0,9189.8,0.0,0.0,0.0,0.0,1.0,0.0,2411.2,0.0,0.0,0.0,0.0,0.0
3,Other high contact,4800000.0,4785810.2,0.0,12475.1,0.0,12475.1,0.0,0.0,0.0,0.0,1.0,0.0,3285.4,0.0,0.0,0.0,0.0,0.0
4,Other high contact,4800000.0,4782524.9,0.0,16963.5,0.0,16963.5,0.0,0.0,0.0,0.0,1.0,0.0,4488.4,0.0,0.0,0.0,0.0,0.0
5,Other high contact,4800000.0,4778036.5,0.0,23106.4,0.0,23106.4,0.0,0.0,0.0,0.0,1.0,0.0,6142.9,0.0,0.0,0.0,0.0,0.0
6,Other high contact,4800000.0,4771893.6,0.0,31279.2,0.0,31279.2,0.0,0.0,0.0,0.0,1.0,0.0,8172.8,0.0,0.0,0.0,0.0,0.0
7,Other high contact,4800000.0,4763720.8,0.0,42050.6,0.0,42050.6,0.0,0.0,0.0,0.0,1.0,0.0,10771.4,0.0,0.0,0.0,0.0,0.0
8,Other high contact,4800000.0,4752949.4,0.0,56087.6,0.0,56087.6,0.0,0.0,0.0,0.0,1.0,0.0,14037.0,0.0,0.0,0.0,0.0,0.0
9,Other high contact,4800000.0,4738912.4,0.0,74139.9,0.0,74139.9,0.0,0.0,0.0,0.0,1.0,0.0,18052.3,0.0,0.0,0.0,0.0,0.0
10,Other high contact,4799950.0,4720860.1,0.0,92010.3,0.0,92010.3,0.0,50.0,0.0,0.0,1.0,0.0,22870.4,0.0,0.0,0.0,4950.0,50.0
11,Other high contact,4799932.2,4697989.7,0.0,117287.2,0.0,117287.2,0.0,67.8,4950.0,0.0,1.0,0.0,27055.5,0.0,0.0,0.0,1760.8,17.8
12,Other high contact,4799908.1,4670934.2,0.0,147537.6,0.0,147537.6,0.0,91.9,6710.8,0.0,1.0,0.0,32661.5,0.0,0.0,0.0,2387.1,24.1
13,Other high contact,4799875.2,4638272.7,0.0,182979.3,0.0,182979.3,0.0,124.8,9097.9,0.0,1.0,0.0,38727.2,0.0,0.0,0.0,3252.5,32.9
14,Other high contact,4799830.4,4599545.5,0.0,223628.4,0.0,223628.4,0.0,169.6,12350.4,0.0,1.0,0.0,45137.4,0.0,0.0,0.0,4443.5,44.9
15,Other high contact,4799768.9,4554408.1,0.0,269285.0,0.0,269285.0,0.0,231.1,16793.9,0.0,0.9,0.0,51799.5,0.0,0.0,0.0,6081.5,61.4
16,Other high contact,4799687.2,4502608.6,0.0,319653.6,0.0,319653.6,0.0,312.8,22875.3,0.0,0.9,0.0,58541.3,0.0,0.0,0.0,8091.0,81.7
17,Other high contact,4799579.5,4444067.2,0.0,374020.2,0.0,374020.2,0.0,420.5,30966.4,0.0,0.9,0.0,65138.1,0.0,0.0,0.0,10663.7,107.7
18,Other high contact,4799439.1,4378929.2,0.0,431293.3,0.0,431293.3,0.0,560.9,41630.1,0.0,0.9,0.0,71310.1,0.0,0.0,0.0,13896.6,140.4
19,Other high contact,4799258.6,4307619.1,0.0,490005.0,0.0,490005.0,0.0,741.4,55526.7,0.0,0.9,0.0,76764.0,0.0,0.0,0.0,17871.8,180.5
20,Other high contact,4799029.9,4230855.1,0.0,548353.9,0.0,548353.9,0.0,970.1,73398.5,0.0,0.9,0.0,81219.3,0.0,0.0,0.0,22641.7,228.7
21,Other high contact,4798759.3,4149635.8,0.0,605731.0,0.0,605731.0,0.0,1240.7,96040.2,0.0,0.9,0.0,84432.6,0.0,0.0,0.0,26784.9,270.6
22,Other high contact,4798432.7,4065203.2,0.0,659567.1,0.0,659567.1,0.0,1567.3,122825.1,0.0,0.8,0.0,86497.6,0.0,0.0,0.0,32334.9,326.6
23,Other high contact,4798045.5,3978705.6,0.0,707957.8,0.0,707957.8,0.0,1954.5,155160.1,0.0,0.8,0.0,87117.9,0.0,0.0,0.0,38339.9,387.3
24,Other high contact,4797594.1,3891587.7,0.0,748958.6,0.0,748958.6,0.0,2405.9,193499.9,0.0,0.8,0.0,86138.2,0.0,0.0,0.0,44686.0,451.4
25,Other high contact,4797076.1,3805449.5,0.0,780746.6,0.0,780746.6,0.0,2923.9,238186.0,0.0,0.8,0.0,83587.6,0.0,0.0,0.0,51281.5,518.0
26,Other high contact,4796490.7,3721861.9,0.0,801778.7,0.0,801778.7,0.0,3509.3,289467.5,0.0,0.8,0.0,79573.4,0.0,0.0,0.0,57955.9,585.4
27,Other high contact,4795839.3,3642288.5,0.0,810916.0,0.0,810916.0,0.0,4160.7,347423.4,0.0,0.8,0.0,74275.4,0.0,0.0,0.0,64486.7,651.4
28,Other high contact,4795126.2,3568013.2,0.0,807537.9,0.0,807537.9,0.0,4873.8,411910.1,0.0,0.7,0.0,67932.0,0.0,0.0,0.0,70597.0,713.1
29,Other high contact,4794358.6,3500081.2,0.0,791596.4,0.0,791596.4,0.0,5641.4,482507.1,0.0,0.7,0.0,60822.5,0.0,0.0,0.0,75996.4,767.6
30,Other high contact,4793546.4,3439258.7,0.0,763621.9,0.0,763621.9,0.0,6453.6,558503.5,0.0,0.7,0.0,53244.8,0.0,0.0,0.0,80407.1,812.2
31,Other high contact,4792702.0,3386013.8,0.0,724683.6,0.0,724683.6,0.0,7298.0,638910.6,0.0,0.7,0.0,45494.3,0.0,0.0,0.0,83588.3,844.3
32,Other high contact,4791837.1,3340519.6,0.0,676032.3,0.0,676032.3,0.0,8162.9,722498.8,0.0,0.7,0.0,37846.3,0.0,0.0,0.0,85632.6,865.0
33,Other high contact,4790965.9,3302673.3,0.0,619444.5,0.0,619444.5,0.0,9034.1,808131.4,0.0,0.7,0.0,30530.1,0.0,0.0,0.0,86246.7,871.2
34,Other high contact,4790104.5,3272143.2,0.0,557054.2,0.0,557054.2,0.0,9895.5,894378.2,0.0,0.7,0.0,23747.9,0.0,0.0,0.0,85276.8,861.4
35,Other high contact,4789268.6,3248395.3,0.0,491129.5,0.0,491129.5,0.0,10731.4,979655.0,0.0,0.7,0.0,17662.9,0.0,0.0,0.0,82751.7,835.9
36,Other high contact,4788472.9,3230732.4,0.0,423944.8,0.0,423944.8,0.0,11527.1,1062406.7,0.0,0.7,0.0,12388.7,0.0,0.0,0.0,78777.7,795.7
37,Other high contact,4787730.1,3218343.7,0.0,357659.5,0.0,357659.5,0.0,12269.9,1141184.3,0.0,0.7,0.0,7990.0,0.0,0.0,0.0,73532.6,742.8
38,Other high contact,4787050.8,3210353.7,0.0,294211.2,0.0,294211.2,0.0,12949.2,1214716.9,0.0,0.7,0.0,4483.7,0.0,0.0,0.0,67252.7,679.3
39,Other high contact,4786442.6,3205870.0,0.0,235230.9,0.0,235230.9,0.0,13557.4,1281969.6,0.0,0.7,0.0,1842.3,0.0,0.0,0.0,60214.3,608.2
40,Other high contact,4785910.1,3204027.8,0.0,181986.1,0.0,181986.1,0.0,14089.9,1342183.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,52712.4,532.4
41,Other high contact,4785455.2,3204027.8,0.0,136491.8,0.0,136491.8,0.0,14544.8,1394896.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,45039.3,454.9
42,Other high contact,4785076.7,3204027.8,0.0,98645.5,0.0,98645.5,0.0,14923.3,1439935.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,37467.8,378.5
43,Other high contact,4784771.4,3204027.8,0.0,68115.5,0.0,68115.5,0.0,15228.6,1477403.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,30224.8,305.3
44,Other high contact,4784534.0,3204027.8,0.0,44367.5,0.0,44367.5,0.0,15466.0,1507628.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,23510.4,237.5
45,Other high contact,4784357.3,3204027.8,0.0,26704.7,0.0,26704.7,0.0,15642.7,1531138.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,17486.2,176.6
46,Other high contact,4784233.4,3204027.8,0.0,14316.0,0.0,14316.0,0.0,15766.6,1548624.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,12264.8,123.9
47,Other high contact,4784153.5,3204027.8,0.0,6325.9,0.0,6325.9,0.0,15846.5,1560889.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,7910.1,79.9
48,Other high contact,4784108.7,3204027.8,0.0,1842.3,0.0,1842.3,0.0,15891.3,1568799.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,4438.8,44.8
49,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1573238.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1823.8,18.4
50,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Other high contact,4784090.3,3204027.8,0.0,0.0,0.0,0.0,0.0,15909.7,1575062.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
